qmof-644aab4.cif,2.9017470000000003
qmof-85a8986.cif,3.742023
qmof-07d3562.cif,4.504094
qmof-9883029.cif,3.511018
qmof-f224151.cif,3.807474
qmof-fb4e82f.cif,3.8384080000000003
qmof-0e1877f.cif,3.6074479999999998
qmof-1fe23f7.cif,4.926082
qmof-4db34af.cif,4.171733
qmof-72352f8.cif,3.9661910000000002
qmof-4063c99.cif,3.8851000000000004
qmof-4a90838.cif,3.284701
qmof-9b03351.cif,5.2271529999999995
qmof-9c5c154.cif,2.886801
qmof-c80c803.cif,5.160106
qmof-355e9d2.cif,3.7003260000000004
qmof-b7213aa.cif,3.96855
qmof-7943fa6.cif,4.654831
qmof-d007203.cif,4.681731
qmof-49a800c.cif,3.7118130000000003
qmof-ef07e73.cif,4.476253
qmof-3133aaf.cif,4.523716
qmof-b4606cd.cif,2.984764
qmof-7708ea4.cif,4.22261
qmof-9eeead2.cif,4.5915289999999995
qmof-bc3f92f.cif,4.577891
qmof-b8ef732.cif,4.586805
qmof-5d009d5.cif,4.508452
qmof-a432f8e.cif,4.187859
qmof-f057986.cif,5.967561
qmof-00b509c.cif,3.452897
qmof-f2ae0a5.cif,4.083352
qmof-dcabab2.cif,1.687275
qmof-22a8f48.cif,3.888456
qmof-93fec81.cif,3.7112489999999996
qmof-b5586a3.cif,3.578317
qmof-9545770.cif,1.237404
qmof-2023658.cif,4.6022549999999995
qmof-8f721fc.cif,3.294606
qmof-42408b9.cif,5.923525
qmof-37d508d.cif,3.401282
qmof-b9a1228.cif,3.390196
qmof-449b3ee.cif,6.586474
qmof-e873125.cif,3.835369
qmof-1b80432.cif,3.361741
qmof-0b3d138.cif,3.739812
qmof-5718ab1.cif,3.7144909999999998
qmof-6c3e399.cif,4.456168
qmof-7003032.cif,4.290824
qmof-07ae0e9.cif,3.870501
qmof-d260db4.cif,3.9154169999999997
qmof-afc3059.cif,2.783489
qmof-7c778f1.cif,3.647152
qmof-177cedf.cif,4.09525
qmof-5083a07.cif,3.291232
qmof-2c0cdf7.cif,1.7805520000000001
qmof-225c8dd.cif,2.144897
qmof-4bbc418.cif,4.423185
qmof-e9d7079.cif,3.552998
qmof-e024f70.cif,4.926859
qmof-33c75d7.cif,4.141596
qmof-b0f27f3.cif,4.164134
qmof-a160a88.cif,4.209421
qmof-cacd1c8.cif,3.27788
qmof-2f8901b.cif,4.4595199999999995
qmof-ad02239.cif,2.0247439999999997
qmof-741f030.cif,4.829542
qmof-fbdf599.cif,3.761368
qmof-459830d.cif,4.120995
qmof-582aea9.cif,3.4661
qmof-48fb4e9.cif,3.059648
qmof-0a8808d.cif,4.341899
qmof-0daa5d3.cif,4.301647
qmof-f077716.cif,4.863167000000001
qmof-ac01f2d.cif,4.876882
qmof-044255f.cif,4.448779
qmof-5c0fddb.cif,3.896991
qmof-c22186d.cif,3.071504
qmof-6ab4305.cif,2.5589779999999998
qmof-1231f0a.cif,3.502528
qmof-be06dfb.cif,3.161291
qmof-1a90743.cif,2.248759
qmof-76ab95c.cif,2.350886
qmof-4b9ff08.cif,2.249586
qmof-0d43f7f.cif,1.7667480000000002
qmof-5c226cb.cif,3.773232
qmof-3754b4e.cif,4.1292100000000005
qmof-002580c.cif,3.9782349999999997
qmof-ebae1e4.cif,3.484603
qmof-7c5f404.cif,3.526891
qmof-62da067.cif,4.939162
qmof-7bcba44.cif,3.811826
qmof-ade80fa.cif,3.308897
qmof-9fad232.cif,2.769528
qmof-def4cfb.cif,3.304993
qmof-bcd74e7.cif,3.0528459999999997
qmof-4fd6966.cif,3.306375
qmof-3ea6b66.cif,4.8202929999999995
qmof-d53fad7.cif,4.339657
qmof-cb69483.cif,3.027957
qmof-875c095.cif,3.519713
qmof-d4b91fb.cif,3.9089679999999998
qmof-d01066a.cif,4.055974
qmof-b8d9ea0.cif,4.097466
qmof-14c2b89.cif,4.197172
qmof-c9bb6d6.cif,2.768539
qmof-13af5eb.cif,4.451091
qmof-e212836.cif,4.4144950000000005
qmof-b23782e.cif,3.768665
qmof-4d9f4e8.cif,3.7790480000000004
qmof-e758e02.cif,3.108594
qmof-1df1f71.cif,4.311225
qmof-a97dbc4.cif,3.993551
qmof-c605c0a.cif,3.66704
qmof-d1ec783.cif,4.403321
qmof-e02e5c6.cif,2.350724
qmof-294c6fc.cif,3.678331
qmof-18fef57.cif,5.078544
qmof-ccded81.cif,2.9632039999999997
qmof-b6e06d1.cif,2.512537
qmof-6068fe2.cif,4.354362
qmof-fdef13d.cif,3.17483
qmof-270f527.cif,4.250824
qmof-48ec37d.cif,2.898594
qmof-7df997f.cif,3.073901
qmof-63babd7.cif,7.174092
qmof-03f76d4.cif,7.130829
qmof-7b26ade.cif,2.669706
qmof-854b146.cif,4.490653
qmof-aef345f.cif,4.511251
qmof-bc8c13d.cif,6.293281
qmof-a668ff8.cif,3.890015
qmof-4d020d6.cif,2.826174
qmof-eca8b2e.cif,3.851764
qmof-7f0e1cd.cif,2.521385
qmof-309cef3.cif,4.171501
qmof-873a982.cif,3.659258
qmof-136a607.cif,3.7836869999999996
qmof-0ac7a90.cif,3.800706
qmof-1814167.cif,3.819652
